MedCodeId	Term	CleansedReadCode	OriginalReadCode
95381000006111	Transfer of forearm muscle	7H40E00	7H40E
95431000006115	Transfer of tendon or muscle	7H40.11	7H40-1
132561000006115	Spasm of muscle	N23y400	N23y4
152971000006118	Seddon muscle transfer at elbow	7H40712	7H407-2
221701000000113	Foreign body muscle granuloma	N23y100	N23y1
297661000006114	Nontraumatic muscle rupture	N23y200	N23y2
299731000000113	Muscle wasting NEC	N232200	N2322
319261000006114	[SO]Adductor muscle of hip, unspecified	7N85300	7N853
319271000006119	[SO]Adductor muscle of thigh, unspecified	7N85311	7N853-1
319411000006112	[SO]Anterior abdominal wall muscle	7N88200	7N882
319971000006112	[SO]Back muscle	7N88300	7N883
320471000006116	[SO]Brachial muscle NEC	7N82311	7N823-1
322631000006115	[SO]Extensor digitorum muscle in leg	7N86500	7N865
322661000006112	[SO]Extensor muscle of forearm	7N83100	7N831
322671000006117	[SO]Extensor muscle of hand	7N84600	7N846
322881000006115	[SO]Facial muscle	7N88000	7N880
323551000006119	[SO]Flexor digitorum muscle of foot	7N87100	7N871
323691000006112	[SO]Flexor muscle of forearm	7N83000	7N830
324501000006116	[SO]Hypothenar muscle, unspecified	7N84400	7N844
324821000006112	[SO]Intercostal muscle	7N88D00	7N88D
324911000006111	[SO]Interosseous muscle of foot	7N87400	7N874
324921000006115	[SO]Interosseous muscle of hand	7N84500	7N845
325491000006113	[SO]Laryngeal muscle	7N88A00	7N88A
326521000006116	[SO]Lumbrical muscle of hand	7N84511	7N845-1
327431000006115	[SO]Muscle NEC	7N88z00	7N88z
327461000006112	[SO]Muscle of foot	7N87.00	7N87
327471000006117	[SO]Muscle of foot NEC	7N87z00	7N87z
327481000006119	[SO]Muscle of forearm	7N83.00	7N83
327491000006116	[SO]Muscle of forearm NEC	7N83z00	7N83z
327501000006112	[SO]Muscle of hand NEC	7N84z00	7N84z
327511000006110	[SO]Muscle of hip or thigh	7N85.00	7N85
327521000006119	[SO]Muscle of hip or thigh NEC	7N85z00	7N85z
327531000006116	[SO]Muscle of lower leg	7N86.00	7N86
327541000006114	[SO]Muscle of lower leg NEC	7N86z00	7N86z
327551000006111	[SO]Muscle of shoulder or upper arm	7N82.00	7N82
327561000006113	[SO]Muscle of shoulder or upper arm NEC	7N82z00	7N82z
327571000006118	[SO]Muscle/tendon of hand	7N84.00	7N84
327961000006119	[SO]Neck muscle	7N88100	7N881
328571000006119	[SO]Other muscle	7N88.00	7N88
330791000006110	[SO]Scapular rotator muscle	7N88G00	7N88G
331301000006110	[SO]Short hallux muscle	7N87200	7N872
331311000006113	[SO]Short hip rotator muscle	7N85011	7N850-1
331331000006119	[SO]Short sole muscle	7N87300	7N873
333181000006119	[SO]Specified muscle NEC	7N88y00	7N88y
333211000006115	[SO]Specified muscle of forearm NEC	7N83y00	7N83y
333221000006111	[SO]Specified muscle of hand NEC	7N84y00	7N84y
333231000006114	[SO]Specified muscle of hip or thigh NEC	7N85y00	7N85y
333241000006116	[SO]Specified muscle of lower leg NEC	7N86y00	7N86y
333251000006119	[SO]Specified muscle of shoulder or upper arm NEC	7N82y00	7N82y
334151000006113	[SO]Strap muscle of neck	7N88900	7N889
334391000006117	[SO]Supinator muscle	7N83200	7N832
334971000006117	[SO]Thenar muscle, unspecified	7N84100	7N841
377851000006114	[X]Disorders of muscles	Nyu8.00	Nyu8
409341000006112	[X]Other disorders of muscle in diseases CE	Nyu8A00	Nyu8A
439851000006113	Absent muscle or tendon NOS	PGy0z00	PGy0z
476701000006114	Alcoholic myopathy	F394100	F3941
526641000006110	Brooks muscle transfer at elbow	7H40711	7H407-1
532261000006110	Calcification and ossification of muscles assoc with burns	N231500	N2315
592151000006113	Contracture of muscle	N23yC00	N23yC
625401000006110	Distal (Gower's) muscular dystrophy	F391500	F3915
625681000006115	Distant free flap, muscle	7H50011	7H500-1
625751000006118	Distant microvascular transfered flap, muscle	7H50000	7H500
631811000006111	Duchenne Aran muscular atrophy	F152111	F1521-1
660171000006114	Extraocular muscle myopathy	F4Gy100	F4Gy1
682621000006119	Myopathy due to Addison's disease	F395000	F3950
682631000006116	Myopathy due to amyloid	F396000	F3960
682641000006114	Myopathy due to Cushing's syndrome	F395100	F3951
682691000006117	Myopathy due to malignant disease	F396200	F3962
682701000006117	Myopathy due to myxoedema	F395300	F3953
693601000006119	Mustard transposition of iliopsoas muscle	7H40611	7H406-1
694051000006113	Muscle agenesis	PGy0211	PGy02-1
694111000006111	Muscle operations	7H5..00	7H5
701491000006117	Mitochondrial myopathy, not elsewhere classified	F39X.00	F39X
709441000006113	Fibromyalgia	N239.00	N239
716831000006114	Massive muscular calcification associated with paraplegia	N231011	N2310-1
737611000006113	Local subcutaneous V-Y flap - muscle	7H50500	7H505
737631000006119	Local transposition flap - muscle	7H50100	7H501
738041000006117	Local rotation flap - muscle	7H50200	7H502
738181000006112	Local subcutaneous pedicle island flap - muscle	7H50400	7H504
738441000006111	Local advancement flap - muscle	7H50300	7H503
742081000006112	Lippman operation for tenosynovitis of biceps brachii muscle	7H40B12	7H40B-2
749771000006116	Latissimus dorsi muscle transfer	7H40H00	7H40H
764301000006119	Foot muscles tendon transfer	7H40C00	7H40C
778591000006118	Inflammatory myopathy, not elsewhere classified	F39W.00	F39W
1767981000006116	Decompress thoracic outlet myotomy scalenus anticus muscle	7H56B00	7H56B
1768391000006118	[SO]Muscle of chest	7N88C00	7N88C
1786031000006117	Neuromuscular disease	F38..11	F38-1
1786041000006110	Congenital myopathy	F390500	F3905
180161000006117	Release intrinsic muscle of thumb	7H54700	7H547
312591018	[X]Dermatopolymyositis, unspecified	Nyu4E00	Nyu4E
299380018	[X]Other specified myopathies	Fyu8200	Fyu82
312636015	[X]Other rupture of muscle (nontraumatic)	Nyu8300	Nyu83
312637012	[X]Muscle wasting and atrophy, not elsewhere classified	Nyu8400	Nyu84
614691000006113	Dermatopolymyositis, unspecified	N003X00	N003X
311605014	Muscle calcification or ossification NOS	N231z00	N231z
311606010	Muscle wasting and disuse atrophy NEC	N232.00	N232
311609015	Muscle wasting/disuse atrophy NEC NOS	N232z00	N232z
311610013	Other specific muscle disorder	N233.00	N233
311617011	Other specific muscle disorder NOS	N233z00	N233z
311648015	Contracture of other intrinsic muscle(s) of hand	N238A00	N238A
311663017	Other muscle, ligament and fascia disorder	N23y.00	N23y
311682014	Other muscle, ligament or fascia disorder NOS	N23yz00	N23yz
311701010	Myositis unspecified	N241100	N2411
311702015	Fibromyositis NOS	N241200	N2412
311704019	Myalgia or myositis NOS	N241z00	N241z
312580013	[X]Other dermatomyositis	Nyu4400	Nyu44
312633011	[X]Other myositis	Nyu8000	Nyu80
312634017	[X]Other calcification of muscle	Nyu8100	Nyu81
312635016	[X]Other ossification of muscle	Nyu8200	Nyu82
312638019	[X]Other specified disorders of muscle	Nyu8500	Nyu85
312644015	[X]Disorder of muscle, unspecified	Nyu8B00	Nyu8B
