ProdCodeId	dmdid	Term.from.EMIS	ProductName	Formulation	RouteOfAdministration	DrugSubstanceName	SubstanceStrength	BNFChapter	Release
1221841000033110	347811000001104	Sandimmun 25mg capsules (Novartis Pharmaceuticals UK Ltd)	Sandimmun 25mg capsules	Capsule	Oral	Ciclosporin	25.000mg	10010300/ 13050300	NA
5891741000033118	17666911000001104	Capimune 25mg capsules (Mylan)	Capimune 25mg capsules	Capsule	Oral	Ciclosporin	25.000mg	8020200	NA
5334841000033115	16306511000001108	Deximune 25mg capsules (Dexcel-Pharma Ltd)	Deximune 25mg capsules	Capsule	Oral	Ciclosporin	25.000mg	8020200	NA
9956441000033114	28338911000001104	Vanquoral 100mg capsules (Teva UK Ltd)	Vanquoral 100mg capsules	Capsule	Oral	Ciclosporin	100.000mg		NA
6390941000033110	19376911000001104	Capsorin 100mg capsules (Morningside Healthcare Ltd)	Capsorin 100mg capsules	Capsule	Oral	Ciclosporin	100.000mg	8020200	NA
5334641000033116	16306911000001100	Deximune 100mg capsules (Dexcel-Pharma Ltd)	Deximune 100mg capsules	Capsule	Oral	Ciclosporin	100.000mg	8020200	NA
5891641000033110	17665811000001108	Capimune 100mg capsules (Mylan)	Capimune 100mg capsules	Capsule	Oral	Ciclosporin	100.000mg	8020200	NA
958341000033114	456811000001107	Neoral 100mg capsules (Novartis Pharmaceuticals UK Ltd)	Neoral 100mg capsules	Capsule	Oral	Ciclosporin	100.000mg	10010300	NA
1221941000033119	172611000001109	Sandimmun 100mg capsules (Novartis Pharmaceuticals UK Ltd)	Sandimmun 100mg capsules	Capsule	Oral	Ciclosporin	100.000mg	10010300/ 13050300	NA
3087141000033119	327083007	Ciclosporin 100mg capsules	Ciclosporin 100mg capsules	Capsule	Oral	Ciclosporin	100.000mg	10010300	NA
6390841000033119	19377111000001104	Capsorin 50mg capsules (Morningside Healthcare Ltd)	Capsorin 50mg capsules	Capsule	Oral	Ciclosporin	50.000mg	8020200	NA
9956541000033110	28337411000001104	Vanquoral 50mg capsules (Teva UK Ltd)	Vanquoral 50mg capsules	Capsule	Oral	Ciclosporin	50.000mg		NA
3087241000033114	327085000	Ciclosporin 50mg capsules	Ciclosporin 50mg capsules	Capsule	Oral	Ciclosporin	50.000mg	10010300	NA
958541000033119	319211000001101	Neoral 50mg capsules (Novartis Pharmaceuticals UK Ltd)	Neoral 50mg capsules	Capsule	Oral	Ciclosporin	50.000mg	10010300/ 13050300	NA
1222041000033113	638611000001108	Sandimmun 50mg capsules (Novartis Pharmaceuticals UK Ltd)	Sandimmun 50mg capsules	Capsule	Oral	Ciclosporin	50.000mg	10010300/ 13050300	NA
5891841000033111	17665611000001108	Capimune 50mg capsules (Mylan)	Capimune 50mg capsules	Capsule	Oral	Ciclosporin	50.000mg	8020200	NA
5334741000033113	16306711000001102	Deximune 50mg capsules (Dexcel-Pharma Ltd)	Deximune 50mg capsules	Capsule	Oral	Ciclosporin	50.000mg	8020200	NA
10615741000033116	29934611000001108	Vanquoral 10mg capsules (Teva UK Ltd)	Vanquoral 10mg capsules	Capsule	Oral	Ciclosporin	10.000mg		NA
1657941000033110	303511000001103	Neoral 10mg capsules (Novartis Pharmaceuticals UK Ltd)	Neoral 10mg capsules	Capsule	Oral	Ciclosporin	10.000mg	13050300	NA
3086941000033119	327090002	Ciclosporin 10mg capsules	Ciclosporin 10mg capsules	Capsule	Oral	Ciclosporin	10.000mg	10010300	NA
377741000033118	330079002	Colchicine 500microgram tablets	Colchicine 500microgram tablets	Tablet	Oral	Colchicine	500.000microgram	10010400	NA
3248941000033117	331740009	Hydrocortisone acetate 1% / Sodium fusidate 2% ointment	Hydrocortisone acetate 1% / Sodium fusidate 2% ointment	Ointment	Cutaneous	Hydrocortisone acetate/ Sodium fusidate	10.000mg/1.000gram + 20.000mg/1.000gram		NA
618041000033119	2905011000001101	Fucidin H ointment (LEO Pharma)	Fucidin H ointment	Ointment	Cutaneous	Hydrocortisone acetate/ Sodium fusidate	10.000mg/1.000gram + 20.000mg/1.000gram		NA
405841000033116	278911000001102	Daktacort ointment (Janssen-Cilag Ltd)	Daktacort ointment	Ointment	Cutaneous	Hydrocortisone/ Miconazole nitrate	10.000mg/1.000gram + 20.000mg/1.000gram	13040000	NA
1846541000033114	331744000	Hydrocortisone 1% / Miconazole 2% ointment	Hydrocortisone 1% / Miconazole 2% ointment	Ointment	Cutaneous	Hydrocortisone/ Miconazole nitrate	10.000mg/1.000gram + 20.000mg/1.000gram	13040000	NA
1846441000033113	331745004	Hydrocortisone 1% / Miconazole 2% cream	Hydrocortisone 1% / Miconazole 2% cream	Cream	Cutaneous	Hydrocortisone/ Miconazole nitrate	10.000mg/1.000gram + 20.000mg/1.000gram	13040000	NA
400441000033113	859911000001101	Daktacort 2%/1% cream (Janssen-Cilag Ltd)	Daktacort 2%/1% cream	Cream	Cutaneous	Hydrocortisone/ Miconazole nitrate	10.000mg/1.000gram + 20.000mg/1.000gram	13040000	NA
1384341000033117	276111000001104	Stiemycin 2% solution (Stiefel Laboratories (UK) Ltd)	Stiemycin 2% solution	Liquid	Cutaneous	Erythromycin	20.000mg/1.000ml	13060100	NA
533841000033116	332346003	Erythromycin 2% solution	Erythromycin 2% solution	Liquid	Cutaneous	Erythromycin	20.000mg/1.000ml	13060100	NA
1846041000033116	332347007	Erythromycin 40mg/ml / Zinc acetate 12mg/ml lotion	Erythromycin 40mg/ml / Zinc acetate 12mg/ml lotion	Liquid	Cutaneous	Erythromycin/ Zinc acetate	40.000mg/1.000ml + 12.000mg/1.000ml	13060100	NA
1558541000033111	124211000001104	Zineryt lotion (LEO Pharma)	Zineryt lotion	Liquid	Cutaneous	Erythromycin/ Zinc acetate	40.000mg/1.000ml + 12.000mg/1.000ml	13060100	NA
1607641000033114	3678811000001102	Eryacne 2 gel (Galderma (UK) Ltd)	Eryacne 2 gel	Gel	Cutaneous	Erythromycin	20.000mg/1.000gram		NA
1797141000033114	332350005	Erythromycin 2% gel	Erythromycin 2% gel	Gel	Cutaneous	Erythromycin	20.000mg/1.000gram		NA
1797241000033119	332351009	Erythromycin 4% gel	Erythromycin 4% gel	Gel	Cutaneous	Erythromycin	40.000mg/1.000gram		NA
1607741000033117	3678511000001100	Eryacne 4 gel (Galderma (UK) Ltd)	Eryacne 4 gel	Gel	Cutaneous	Erythromycin	40.000mg/1.000gram		NA
2186841000033110	3844611000001100	Aknemycin Plus solution (Almirall Ltd)	Aknemycin Plus solution	Liquid	Cutaneous	Erythromycin/ Tretinoin	40.000mg/1.000gram + 250.000microgram/1.000gram	13060100	NA
3230941000033116	332355000	Tretinoin 0.025% / Erythromycin 4% solution	Tretinoin 0.025% / Erythromycin 4% solution	Liquid	Cutaneous	Erythromycin/ Tretinoin	40.000mg/1.000gram + 250.000microgram/1.000gram	13060100	NA
778541000033114	288311000001106	Isotrexin gel (Stiefel Laboratories (UK) Ltd)	Isotrexin gel	Gel	Cutaneous	Erythromycin/ Isotretinoin	20.000mg/1.000gram + 500.000microgram/1.000gram	13060100	NA
3257341000033117	332366007	Isotretinoin 0.05% / Erythromycin 2% gel	Isotretinoin 0.05% / Erythromycin 2% gel	Gel	Cutaneous	Erythromycin/ Isotretinoin	20.000mg/1.000gram + 500.000microgram/1.000gram	13060100	NA
1860541000033119	332829008	Sodium fusidate 2% ointment	Sodium fusidate 2% ointment	Ointment	Cutaneous	Sodium fusidate	20.000mg/1.000gram	13100102	NA
617741000033115	516611000001105	Fucidin 20mg/g ointment (LEO Pharma)	Fucidin 20mg/g ointment	Ointment	Cutaneous	Sodium fusidate	20.000mg/1.000gram	13100102	NA
4423441000033117	3458711000001106	Daktarin Aktiv 2% cream (McNeil Products Ltd)	Daktarin Aktiv 2% cream	Cream	Cutaneous	Miconazole nitrate	20.000mg/1.000gram	13100200	NA
3189641000033111	8002011000001107	Acorvio 2% cream (Ferndale Pharmaceuticals Ltd)	Acorvio 2% cream	Cream	Cutaneous	Miconazole nitrate	20.000mg/1.000gram	13100200	NA
906741000033118	332908003	Miconazole 2% cream	Miconazole 2% cream	Cream	Cutaneous	Miconazole nitrate	20.000mg/1.000gram	7020200	NA
400541000033114	14717811000001100	Daktarin 2% cream (Janssen-Cilag Ltd)	Daktarin 2% cream	Cream	Cutaneous	Miconazole nitrate	20.000mg/1.000gram	7020200	NA
917241000033113	332918008	Miconazole 0.16% dry powder spray	Miconazole 0.16% dry powder spray	Spray	Cutaneous	Miconazole nitrate	1.600mg/1.000gram	13100200	NA
4089641000033119	3778811000001108	Daktarin Aktiv 0.16% spray powder (McNeil Products Ltd)	Daktarin Aktiv 0.16% spray powder	Spray	Cutaneous	Miconazole nitrate	1.600mg/1.000gram	13100200	NA
2906841000033112	4495611000001102	Ezetrol 10mg tablets (Merck Sharp & Dohme Ltd)	Ezetrol 10mg tablets	Tablet	Oral	Ezetimibe	10.000mg	2120000	NA
2906741000033119	408060004	Ezetimibe 10mg tablets	Ezetimibe 10mg tablets	Tablet	Oral	Ezetimibe	10.000mg	2120000	NA
3292441000033116	414177002	Simvastatin 20mg / Ezetimibe 10mg tablets	Simvastatin 20mg / Ezetimibe 10mg tablets	Tablet	Oral	Ezetimibe/ Simvastatin	10.000mg + 20.000mg	2120000	NA
3292741000033111	9309911000001100	Inegy 10mg/20mg tablets (Merck Sharp & Dohme Ltd)	Inegy 10mg/20mg tablets	Tablet	Oral	Ezetimibe/ Simvastatin	10.000mg + 20.000mg	2120000	NA
3292841000033118	9310311000001108	Inegy 10mg/40mg tablets (Merck Sharp & Dohme Ltd)	Inegy 10mg/40mg tablets	Tablet	Oral	Ezetimibe/ Simvastatin	10.000mg + 40.000mg	2120000	NA
3292541000033115	414178007	Simvastatin 40mg / Ezetimibe 10mg tablets	Simvastatin 40mg / Ezetimibe 10mg tablets	Tablet	Oral	Ezetimibe/ Simvastatin	10.000mg + 40.000mg	2120000	NA
3292641000033119	414179004	Simvastatin 80mg / Ezetimibe 10mg tablets	Simvastatin 80mg / Ezetimibe 10mg tablets	Tablet	Oral	Ezetimibe/ Simvastatin	10.000mg + 80.000mg	2120000	NA
3292941000033114	9310611000001104	Inegy 10mg/80mg tablets (Merck Sharp & Dohme Ltd)	Inegy 10mg/80mg tablets	Tablet	Oral	Ezetimibe/ Simvastatin	10.000mg + 80.000mg	2120000	NA
3189741000033119	8014911000001100	Acorvio Plus cream (Ferndale Pharmaceuticals Ltd)	Acorvio Plus cream	Cream	Cutaneous	Fluprednidene acetate/ Miconazole nitrate	1.000mg/1.000gram + 20.000mg/1.000gram		NA
3836941000033110	414695000	Miconazole 2% / Fluprednidene 0.1% cream	Miconazole 2% / Fluprednidene 0.1% cream	Cream	Cutaneous	Fluprednidene acetate/ Miconazole nitrate	1.000mg/1.000gram + 20.000mg/1.000gram		NA
5566541000033116	443311001	Dronedarone 400mg tablets	Dronedarone 400mg tablets	Tablet	Oral	Dronedarone hydrochloride	400.000mg	2030200	NA
5566641000033115	17066411000001106	Multaq 400mg tablets (Sanofi)	Multaq 400mg tablets	Tablet	Oral	Dronedarone hydrochloride	400.000mg	2030200	NA
449941000033115	8111000001100	Diflucan 200mg/100ml solution for infusion vials (Pfizer Ltd)	Diflucan 200mg/100ml solution for infusion vials	Solution for infusion	Intravenous	Fluconazole	2.000mg/1.000ml	5020100	NA
588141000033113	3458511000001101	Fluconazole 200mg/100ml solution for infusion vials	Fluconazole 200mg/100ml solution for infusion vials	Solution for infusion	Intravenous	Fluconazole	2.000mg/1.000ml	5020100	NA
3087441000033110	9404611000001104	Ciclosporin 0.2% eye ointment	Ciclosporin 0.2% eye ointment	Eye ointment	Ocular	Ciclosporin	2.000mg/1.000gram		NA
3087541000033111	9404811000001100	Ciclosporin 2% eye drops preservative free	Ciclosporin 2% eye drops preservative free	Eye drops	Ocular	Ciclosporin	20.000mg/1.000ml		NA
3838841000033115	9739611000001100	Clarosip 125mg granules for oral suspension straws (Grunenthal Ltd)	Clarosip 125mg granules for oral suspension straws	Granules	Oral	Clarithromycin	125.000mg	5010500	NA
3838541000033117	9742311000001104	Clarithromycin 125mg granules straws	Clarithromycin 125mg granules straws	Granules	Oral	Clarithromycin	125.000mg	5010500	NA
3838641000033116	9742411000001104	Clarithromycin 187.5mg granules straws	Clarithromycin 187.5mg granules straws	Granules	Oral	Clarithromycin	187.500mg	5010500	NA
3838941000033111	9739911000001106	Clarosip 187.5mg granules for oral suspension straws (Grunenthal Ltd)	Clarosip 187.5mg granules for oral suspension straws	Granules	Oral	Clarithromycin	187.500mg	5010500	NA
3839041000033119	9740211000001104	Clarosip 250mg granules for oral suspension straws (Grunenthal Ltd)	Clarosip 250mg granules for oral suspension straws	Granules	Oral	Clarithromycin	250.000mg	5010500	NA
3838741000033113	9742511000001108	Clarithromycin 250mg granules straws	Clarithromycin 250mg granules straws	Granules	Oral	Clarithromycin	250.000mg	5010500	NA
2801141000033116	9835611000001100	Fenogal 200mg capsules (Genus Pharmaceuticals Ltd)	Fenogal 200mg capsules	Capsule	Oral	Fenofibrate	200.000mg	2120000	NA
564541000033112	9843611000001100	Fenofibrate 200mg capsules	Fenofibrate 200mg capsules	Capsule	Oral	Fenofibrate	200.000mg	2120000	NA
3939741000033112	10606711000001104	Fluconazole 200mg/100ml infusion bags	Fluconazole 200mg/100ml infusion bags	Infusion	Intravenous	Fluconazole	2.000mg/1.000ml		NA
3914441000033113	10808111000001106	Oftalmolosa Cusi Eritromicina 0.5% eye ointment (Imported (Spain))	Oftalmolosa Cusi Eritromicina 0.5% eye ointment	Ointment		Erythromycin	5.000mg/1.000gram		NA
4500841000033112	13533111000001108	Miconazole 50mg muco-adhesive buccal tablets sugar free	Miconazole 50mg muco-adhesive buccal tablets sugar free	Muco-adhesive buccal tablet	Buccal	Miconazole	50.000mg	12030200	NA
4500941000033116	13505811000001106	Loramyc 50mg muco-adhesive buccal tablets (Laboratoires BioAlliance Pharma)	Loramyc 50mg muco-adhesive buccal tablets	Muco-adhesive buccal tablet	Buccal	Miconazole	50.000mg	12030200	NA
4088641000033111	15140711000001100	Restasis 0.05% eye drops 0.4ml unit dose (Imported (United States))	Restasis 0.05% eye drops 0.4ml unit dose	Eye drops		Ciclosporin	500.000microgram/1.000ml		NA
9173641000033116	15148011000001100	Ciclosporin 0.05% eye drops 0.4ml unit dose preservative free	Ciclosporin 0.05% eye drops 0.4ml unit dose preservative free	Eye drops	Ocular	Ciclosporin	500.000microgram/1.000ml		NA
8047741000033110	21147811000001108	Ciclosporin 0.06% eye drops preservative free	Ciclosporin 0.06% eye drops preservative free	Eye drops	Ocular	Ciclosporin	600.000microgram/1.000ml		NA
8180541000033116	21514711000001108	Ciclosporin 0.2% eye ointment preservative free	Ciclosporin 0.2% eye ointment preservative free	Eye ointment	Ocular	Ciclosporin	2.000mg/1.000ml		NA
8618441000033119	23107711000001104	Fluconazole 100mg/50ml solution for infusion bottles	Fluconazole 100mg/50ml solution for infusion bottles	Solution for infusion	Intravenous	Fluconazole	2.000mg/1.000ml		NA
8618541000033118	23108011000001104	Fluconazole 200mg/100ml solution for infusion bottles	Fluconazole 200mg/100ml solution for infusion bottles	Solution for infusion	Intravenous	Fluconazole	2.000mg/1.000ml		NA
