MedCodeId	Term	CleansedReadCode	OriginalReadCode
496232015	Internal capsule haemorrhage	G611.00	G611
498328016	Angina at rest	G311200	G3112
502878012	Cerebellar haemorrhage	G613.00	G613
503469016	Pontine haemorrhage	G614.00	G614
1218860015	Acute papillary muscle infarction	G30y100	G30y1
1221061012	Open angioplasty of coronary artery	7927500	79275
1222398015	Cerebral arterial occlusion	G64..00	G64
1229885017	Microinfarction of heart	G31y100	G31y1
158118014	Cerebellar infarction	G64z.12	G64z-2
1232666014	Cardiac aneurysm	G341.11	G341-1
1234005010	Acute inferoposterior infarction	G303.00	G303
1234306015	Acute septal infarction	G30y200	G30y2
1235225010	Prinzmetal's angina	G331.00	G331
1235573016	Ventricular cardiac aneurysm	G341000	G3410
1235655012	Mural thrombosis	G30A.00	G30A
1780491019	Acute ST segment elevation myocardial infarction	G30X000	G30X0
1780501013	Acute non-ST segment elevation myocardial infarction	G307100	G3071
1785743019	Rotary blade coronary angioplasty	7929300	79293
1786197015	Coronary thrombosis	G30..12	G30-2
1786198013	Thrombosis - coronary	G30..16	G30-6
2160096015	Coronary artery bypass graft occlusion	SP07600	SP076
2474651019	Infarction of basal ganglia	G64z400	G64z4
2534664018	Ischaemic heart disease	G3...00	G3
2534674015	Chronic myocardial ischaemia	G34y100	G34y1
2536354015	Insertion of coronary artery stent	7929400	79294
2537480011	IHD - Ischaemic heart disease	G3...13	G3-3
2537483013	Chronic coronary insufficiency	G34y000	G34y0
2619484018	MI - Myocardial infarction aborted	G311011	G3110-1
311461000000116	Insertion of drug-eluting coronary artery stent	7929500	79295
1488382011	Acute coronary syndrome	G311500	G3115
354901000000117	Percutaneous transluminal atherectomy of coronary artery	7929600	79296
125470015	Cerebral embolism	G641.00	G641
595731000006114	Coronary atherosclerosis	G340.00	G340
130375018	Lateral medullary syndrome	G64z111	G64z1-1
1488804017	Heart failure confirmed	1O1..00	1O1
1667741000000110	[V]Personal history of transient ischaemic attack	ZV12D00	ZV12D
2115181000000110	Coronary microvascular disease	G39..00	G39
7847015	Crescendo angina	G311.11	G311-1
37443015	Heart attack	G30..14	G30-4
70653017	Congestive heart failure	G580.00	G580
84241012	Aneurysm of coronary vessels	G341200	G3412
109915012	Postmyocardial infarction syndrome	G310.00	G310
144819018	Variant angina pectoris	G331.11	G331-1
271079016	Saphenous vein graft replacement coronary artery NOS	7920z00	7920z
271080018	Other autograft replacement of coronary artery	7921.00	7921
271081019	Autograft replacement of one coronary artery NEC	7921000	79210
271082014	Autograft replacement of two coronary arteries NEC	7921100	79211
271083016	Autograft replacement of three coronary arteries NEC	7921200	79212
271084010	Autograft replacement of four of more coronary arteries NEC	7921300	79213
271086012	Other autograft replacement of coronary artery NOS	7921z00	7921z
271095016	Other specified allograft replacement of coronary artery	7922y00	7922y
271096015	Allograft replacement of coronary artery NOS	7922z00	7922z
271104011	Prosthetic replacement of coronary artery NOS	7923z00	7923z
271112015	Other specified revision of bypass for coronary artery	7924y00	7924y
271113013	Revision of bypass for coronary artery NOS	7924z00	7924z
271128013	Connection of mammary artery to coronary artery NOS	7925z00	7925z
271129017	Connection of other thoracic artery to coronary artery	7926.00	7926
271132019	Single anastomosis of thoracic artery to coronary artery NEC	7926200	79262
271135017	Connection of other thoracic artery to coronary artery NOS	7926z00	7926z
271136016	Other open operations on coronary artery	7927.00	7927
271138015	Transposition of coronary artery NEC	7927300	79273
271140013	Other specified other open operation on coronary artery	7927y00	7927y
271141012	Other open operation on coronary artery NOS	7927z00	7927z
271148018	Transluminal balloon angioplasty of coronary artery NOS	7928z00	7928z
271149014	Other therapeutic transluminal operations on coronary artery	7929.00	7929
271160017	Diagnostic transluminal operation on coronary artery NOS	792Az00	792Az
271161018	Repair of coronary artery NEC	792B.00	792B
271162013	Endarterectomy of coronary artery NEC	792B000	792B0
271163015	Other specified repair of coronary artery	792By00	792By
271164014	Repair of coronary artery NOS	792Bz00	792Bz
271165010	Other replacement of coronary artery	792C.00	792C
271167019	Other specified replacement of coronary artery	792Cy00	792Cy
271168012	Replacement of coronary artery NOS	792Cz00	792Cz
271169016	Other bypass of coronary artery	792D.00	792D
271170015	Other specified other bypass of coronary artery	792Dy00	792Dy
271171016	Other bypass of coronary artery NOS	792Dz00	792Dz
271172011	Other specified operations on coronary artery	792y.00	792y
271173018	Coronary artery operations NOS	792z.00	792z
299707016	Other specified anterior myocardial infarction	G301.00	G301
299710011	Posterior myocardial infarction NOS	G304.00	G304
299714019	Inferior myocardial infarction NOS	G308.00	G308
299718016	Other acute myocardial infarction	G30y.00	G30y
299720018	Other acute myocardial infarction NOS	G30yz00	G30yz
299721019	Acute myocardial infarction NOS	G30z.00	G30z
299723016	Other acute and subacute ischaemic heart disease	G31y.00	G31y
299741012	Preinfarction syndrome NOS	G311z00	G311z
299750014	Other acute and subacute ischaemic heart disease NOS	G31yz00	G31yz
299763015	Angina decubitus NOS	G330z00	G330z
299765010	Angina pectoris NOS	G33zz00	G33zz
299776014	Other chronic ischaemic heart disease	G34..00	G34
299790012	Aneurysm of heart NOS	G341z00	G341z
299800012	Other specified chronic ischaemic heart disease	G34y.00	G34y
299804015	Other specified chronic ischaemic heart disease NOS	G34yz00	G34yz
299805019	Other chronic ischaemic heart disease NOS	G34z.00	G34z
299813018	Subsequent myocardial infarction of other sites	G353.00	G353
299834013	Other specified ischaemic heart disease	G3y..00	G3y
299835014	Ischaemic heart disease NOS	G3z..00	G3z
300287010	Intracerebral haemorrhage NOS	G61z.00	G61z
300348012	Other transient cerebral ischaemia	G65y.00	G65y
300349016	Transient cerebral ischaemia NOS	G65zz00	G65zz
300515011	Peripheral vascular disease NOS	G73zz00	G73zz
300874013	[X]Other forms of angina pectoris	Gyu3000	Gyu30
300881018	[X]Subsequent myocardial infarction of other sites	Gyu3500	Gyu35
300882013	[X]Subsequent myocardial infarction of unspecified site	Gyu3600	Gyu36
345650013	Brainstem infarction NOS	G64z.11	G64z-1
345655015	Pure motor lacunar syndrome	G665.00	G665
345658018	Pure sensory lacunar syndrome	G666.00	G666
395755010	Other cardiac wall aneurysm	G341100	G3411
395772015	Heart failure NOS	G58z.00	G58z
395780010	Cerebral infarction NOS	G64z.00	G64z
395791015	Other peripheral vascular disease	G73..00	G73
405092018	Single anastomosis of mammary artery to coronary artery NEC	7925300	79253
405339016	Stroke and cerebrovascular accident unspecified	G66..00	G66
455423016	Postoperative myocardial infarction, unspecified	G38z.00	G38z
493287011	Congestive cardiac failure	G580.11	G580-1
510016018	Biventricular failure	G580.14	G580-4
1221554018	Other autograft bypass of coronary artery	7921.11	7921-1
1495417010	Asthma - cardiac	G581.11	G581-1
2536395017	Coronary artery disease	G340.12	G340-2
36861000006113	Other autograft replacement of coronary artery OS	7921y00	7921y
39111000006114	Other acute and subacute ischaemic heart disease	G31..00	G31
57341000006119	Wallenberg syndrome	G64z100	G64z1
67081000006119	Ventric septal defect/curr comp fol acut myocardal infarctn	G362.00	G362
72571000006115	Unstable angina	G311.13	G311-3
89711000006118	Transluminal balloon angioplasty of coronary artery	7928.00	7928
89731000006112	Transluminal balloon angioplasty of coronary artery OS	7928y00	7928y
95931000006111	Transient cerebral ischaemia NOS	G65z.00	G65z
100681000006116	Thrombosis atrium,auric append&vent/curr comp foll acute MI	G366.00	G366
118831000006118	Subsequent myocardial infarction of unspecified site	G35X.00	G35X
122361000006113	Stroke due to cerebral arterial occlusion	G64..13	G64-3
122371000006118	Stroke due to intracerebral haemorrhage	G61..12	G61-2
122401000006115	Stroke unspecified	G66..12	G66-2
142361000006111	Single anast mammary art to left ant descend coronary art	7925200	79252
142431000006114	Single implantation thoracic artery into coronary artery NEC	7926300	79263
158601000006116	Ruptur cardiac wall w'out haemopericard/cur comp fol ac MI	G363.00	G363
158611000006118	Ruptur chordae tendinae/curr comp fol acute myocard infarct	G364.00	G364
159001000006119	Rupture papillary muscle/curr comp fol acute myocard infarct	G365.00	G365
161451000006116	Saphenous vein graft bypass of coronary artery	7920.11	7920-1
163261000006119	Right sided intracerebral haemorrhage, unspecified	G61X100	G61X1
216351000006118	Post infarction pericarditis	G501.00	G501
218511000000117	Infarction - cerebral	G64..12	G64-2
219531000000117	MI - acute myocardial infarction	G30..15	G30-5
220231000000118	Coronary artery operations	792..00	792
223981000000118	Cardiac failure NOS	G58z.12	G58z-2
230021000006115	Personal history of myocardial infarction	G32..12	G32-2
235911000006116	Peripheral vascular disease NOS	G73z.00	G73z
238561000006119	Percut translum balloon angioplasty bypass graft coronary a	7928200	79282
238571000006114	Percut translum balloon angioplasty mult coronary arteries	7928100	79281
238581000006112	Percut translum coronary thrombolytic therapy- streptokinase	7929111	79291-1
238601000006119	Percut translum inject therap subst to coronary artery NEC	7929200	79292
238641000006117	Percut transluminal balloon angioplasty one coronary artery	7928000	79280
238651000006115	Percut transluminal coronary thrombolysis with streptokinase	7929100	79291
238821000006111	Percutaneous balloon coronary angioplasty	7928.11	7928-1
250931000006117	Other therapeutic transluminal op on coronary artery NOS	7929z00	7929z
250941000006110	Other therapeutic transluminal op on coronary artery OS	7929y00	7929y
362461000006119	[X]Acute transmural myocardial infarction of unspecif site	Gyu3400	Gyu34
370701000006118	[X]Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs	Gyu6300	Gyu63
455641000006112	Acute anterolateral infarction	G300.00	G300
455651000006114	Acute anteroseptal infarction	G301100	G3011
457531000006110	Acute inferolateral infarction	G302.00	G302
460681000006116	Acute transmural myocardial infarction of unspecif site	G30X.00	G30X
482811000006113	Angina at rest	G311.14	G311-4
482941000006119	Angina pectoris NOS	G33z.00	G33z
498031000006112	Atrial septal defect/curr comp folow acut myocardal infarct	G361.00	G361
503791000006114	Basal nucleus haemorrhage	G612.00	G612
524511000006116	Brain stem stroke syndrome	G663.00	G663
524541000006117	Brainstem infarction	G64z000	G64z0
537751000006115	Cardiac rupture following myocardial infarction (MI)	G30..13	G30-3
542251000006112	Cereb infarct due cerebral venous thrombosis, nonpyogenic	G676000	G6760
542831000006116	Cerebral embolus	G641.11	G641-1
543141000006110	Cerebrl infarctn due/unspcf occlusn or sten/cerebrl artrs	G6X..00	G6X
589721000006114	Connection of mammary artery to coronary artery OS	7925y00	7925y
605461000006117	CVA - cerebral artery occlusion	G64..11	G64-1
605471000006112	CVA - cerebrovascular accid due to intracerebral haemorrhage	G61..11	G61-1
605491000006113	CVA - Cerebrovascular accident unspecified	G66..13	G66-3
605501000006117	CVA unspecified	G66..11	G66-1
619381000006119	Diagnostic transluminal operation on coronary artery OS	792Ay00	792Ay
627951000006112	Double anastom thoracic arteries to coronary arteries NEC	7926000	79260
628021000006118	Double implant of mammary arteries into coronary arteries	7925100	79251
741701000006114	Hypertensive heart&renal dis wth (congestive) heart failure	G232.00	G232
744901000006114	Intracerebral haemorrhage	G61..00	G61
746571000006116	Intracerebral haemorrhage, multiple localized	G618.00	G618
748941000006115	Left sided intracerebral haemorrhage, unspecified	G61X000	G61X0
789941000006117	Hyperten heart&renal dis+both(congestv)heart and renal fail	G234.00	G234
810811000006116	H/O: myocardial infarct <60	14A3.00	14A3
810821000006112	H/O: myocardial infarct >60	14A4.00	14A4
813961000006116	Haemopericardium/current comp folow acut myocard infarct	G360.00	G360
967931000006114	Acute posterolateral myocardial infarction	G30B.00	G30B
1547311000006116	Percut translum cutting balloon angioplasty coronary artery	7928300	79283
1547631000006117	Perc translumin balloon angioplasty stenting coronary artery	793G.00	793G
1547641000006110	Perc translum ball angio insert 1-2 drug elut stents cor art	793G000	793G0
1547651000006112	Perc tran ball angio ins 3 or more drug elut stents cor art	793G100	793G1
1547661000006114	Perc translum balloon angioplasty insert 1-2 stents cor art	793G200	793G2
1547671000006119	Percutaneous cor balloon angiop 3 more stents cor art NEC	793G300	793G3
1547691000006118	Perc translum balloon angioplasty stenting coronary art NOS	793Gz00	793Gz
1547711000006115	Percutaneous transluminal balloon dilation cardiac conduit	793H000	793H0
7844010	Preinfarction syndrome	G311.00	G311
299709018	Anterior myocardial infarction NOS	G301z00	G301z
299711010	Lateral myocardial infarction NOS	G305.00	G305
300941014	[X]Other cerebral infarction	Gyu6400	Gyu64
300942019	[X]Occlusion and stenosis of other precerebral arteries	Gyu6500	Gyu65
300943012	[X]Occlusion and stenosis of other cerebral arteries	Gyu6600	Gyu66
460687010	[V]Presence of coronary angioplasty implant and graft	ZV45800	ZV458
483988011	Bulbar haemorrhage	G615.00	G615
1490256017	Pulmonary oedema - acute	G581.12	G581-2
219521000000119	Attack - heart	G30..11	G30-1
370661000006114	[X]Cereb infarct due unsp occlus/stenos precerebr arteries	Gyu6G00	Gyu6G
496991000006111	Atherosclerotic cardiovascular disease	G342.00	G342
542261000006114	Cereb infarct due unsp occlus/stenos precerebr arteries	G6W..00	G6W
271073015	Saphenous vein graft replacement of one coronary artery	7920000	79200
271074014	Saphenous vein graft replacement of two coronary arteries	7920100	79201
271075010	Saphenous vein graft replacement of three coronary arteries	7920200	79202
271088013	Allograft replacement of coronary artery	7922.00	7922
271089017	Allograft replacement of one coronary artery	7922000	79220
271092018	Allograft replacement of two coronary arteries	7922100	79221
271093011	Allograft replacement of three coronary arteries	7922200	79222
271094017	Allograft replacement of four or more coronary arteries	7922300	79223
271098019	Prosthetic replacement of coronary artery	7923.00	7923
271099010	Prosthetic replacement of one coronary artery	7923000	79230
271100019	Prosthetic replacement of two coronary arteries	7923100	79231
271101015	Prosthetic replacement of three coronary arteries	7923200	79232
271102010	Prosthetic replacement of four or more coronary arteries	7923300	79233
451132018	[V]Presence of coronary artery bypass graft	ZV45K00	ZV45K
460686018	[V]Presence of aortocoronary bypass graft	ZV45700	ZV457
1228282017	Saphenous vein graft replacement of coronary artery	7920.00	7920
300956017	[X]Intracerebral haemorrhage in hemisphere, unspecified	Gyu6F00	Gyu6F
453269016	[V]Status following coronary angioplasty NOS	ZV45L00	ZV45L
1227364015	[V]Presence of coronary artery bypass graft - CABG	ZV45K11	ZV45K-1
161491000006110	Saphenous vein graft replacement of four+ coronary arteries	7920300	79203
744921000006116	Intracerebral haemorrhage in hemisphere, unspecified	G61X.00	G61X
161481000006112	Saphenous vein graft replacement of coronary artery OS	7920y00	7920y
543291000006110	Certain current complication follow acute myocardial infarct	G36..00	G36
212061000006119	Postoperative transmural myocardial infarction anterior wall	G380.00	G380
212071000006114	Postoperative transmural myocardial infarction inferior wall	G381.00	G381
212091000006110	Postoperative transmural myocardial infarction unspec site	G383.00	G383
