MedCodeId	Term	OriginalReadCode	CleansedReadCode	SnomedCTConceptId	SnomedCTDescriptionId	Release	Deficit
302512017	Acute duodenal ulcer unspecified	J120y	J120y00	196652006	302502012	NA	Peptic ulcer
302513010	Acute duodenal ulcer NOS	J120z	J120z00	196652006	302502012	NA	Peptic ulcer
302514016	Chronic duodenal ulcer without mention of complication	J1210	J121000	128286008	206556016	NA	Peptic ulcer
302526014	Chronic duodenal ulcer unspecified	J121y	J121y00	128286008	206556016	NA	Peptic ulcer
302527017	Chronic duodenal ulcer NOS	J121z	J121z00	128286008	206556016	NA	Peptic ulcer
302531011	Unspecified duodenal ulcer	J12y	J12y.00	51868009	86362013	NA	Peptic ulcer
302532016	Unspecified duodenal ulcer without mention of complication	J12y0	J12y000	51868009	86362013	NA	Peptic ulcer
302535019	Unspecified duodenal ulcer with perforation	J12y2	J12y200	88968005	147516013	NA	Peptic ulcer
302537010	Unspecified duodenal ulcer with haemorrhage and perforation	J12y3	J12y300	51868009	86362013	NA	Peptic ulcer
302538017	Unspecified duodenal ulcer with obstruction	J12y4	J12y400	849601000000109	2201691000000117	NA	Peptic ulcer
302541014	Unspecified duodenal ulcer NOS	J12yz	J12yz00	51868009	86362013	NA	Peptic ulcer
302542019	Duodenal ulcer NOS	J12z	J12z.00	51868009	1231048015	NA	Peptic ulcer
302547013	Acute peptic ulcer without mention of complication	J1300	J130000	196682000	302546016	NA	Peptic ulcer
302554019	Acute peptic ulcer unspecified	J130y	J130y00	196682000	302546016	NA	Peptic ulcer
302555018	Acute peptic ulcer NOS	J130z	J130z00	196682000	302546016	NA	Peptic ulcer
302556017	Chronic peptic ulcer without mention of complication	J1310	J131000	128287004	206557013	NA	Peptic ulcer
302563017	Chronic peptic ulcer unspecified	J131y	J131y00	128287004	206557013	NA	Peptic ulcer
302564011	Chronic peptic ulcer NOS	J131z	J131z00	128287004	206557013	NA	Peptic ulcer
302565012	Unspecified peptic ulcer	J13y	J13y.00	13200003	22592012	NA	Peptic ulcer
302566013	Unspecified peptic ulcer without mention of complication	J13y0	J13y000	13200003	22592012	NA	Peptic ulcer
302568014	Unspecified peptic ulcer with haemorrhage	J13y1	J13y100	13200003	22592012	NA	Peptic ulcer
302569018	Unspecified peptic ulcer with perforation	J13y2	J13y200	13200003	22592012	NA	Peptic ulcer
302575010	Unspecified peptic ulcer NOS	J13yz	J13yz00	13200003	22592012	NA	Peptic ulcer
302576011	Peptic ulcer NOS	J13z	J13z.00	13200003	22592012	NA	Peptic ulcer
302604016	Unspecified gastrojejunal ulcer	J14y	J14y.00	16121001	27283019	NA	Peptic ulcer
302615014	Gastrojejunal ulcer NOS	J14z	J14z.00	16121001	27283019	NA	Peptic ulcer
394133018	Open excision of lesion of stomach NEC	76121	7612100	16453004	27843017	NA	Peptic ulcer
394147019	Closure of gastric ulcer NEC	761J1	761J100	173841001	269307013	NA	Peptic ulcer
396345015	Gastric ulcer NOS	J11z	J11z.00	397825006	1777426014	NA	Peptic ulcer
396346019	Peptic ulcer - (PU) site unspecified	J13	J13..00	13200003	22592012	NA	Peptic ulcer
81301000006118	Unspec duodenal ulcer; unspec haemorrhage and/or perforation	J12yy	J12yy00	51868009	86362013	NA	Peptic ulcer
118251000006114	Suture of duodenal ulcer not elsewhere classified	76271	7627100	307260009	450480019	NA	Peptic ulcer
221001000000111	Gastric ulcer - (GU)	J11	J11..00	397825006	1777426014	NA	Peptic ulcer
221011000000113	Gastrojejunal ulcer (GJU)	J14	J14..00	16121001	27283019	NA	Peptic ulcer
632091000006116	Duodenal ulcer - (DU)	J12	J12..00	51868009	1231048015	NA	Peptic ulcer
1562921000006116	Non steroidal anti inflammatory drug induced gastric ulcer	J113	J113.00	248891000000103	407821000000113	NA	Peptic ulcer
1562931000006118	Non steroidal anti inflammatory drug induced gastric ulc NOS	J113z	J113z00	248891000000103	407821000000113	NA	Peptic ulcer
302534015	Unspecified duodenal ulcer with haemorrhage	J12y1	J12y100	27281001	483490017	NA	Peptic ulcer
1562941000006111	Non steroidal anti inflammatory drug induced duodenal ulcer	J126	J126.00	722200003	3331126014	NA	Peptic ulcer
454252012	[V] Personal history of gastric ulcer	ZV12C	ZV12C00	275548000	411542014	NA	Peptic ulcer
